"Site.State","Site.County","Year","Turbine.Capacity","Turbine.Hub_Height","Turbine.Rotor_Diameter","Turbine.Swept_Area","Turbine.Total_Height","Project.Capacity","Project.Number_Turbines","Site.Latitude","Site.Longitude"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.188995","32.332794"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.193893","32.340195"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.210991","32.323494"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.213394","32.323296"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.207291","32.349693"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.215889","32.323093"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.171593","32.323395"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.22789","32.355595"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.200089","32.349396"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.234894","32.348495"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.19059","32.341393"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.24099","32.361595"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.220589","32.313496"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.237892","32.344692"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.202492","32.324295"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.238091","32.354694"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.16909","32.323692"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.23069","32.332794"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.221794","32.339794"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.20369","32.361095"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.242088","32.337994"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.233688","32.362293"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.205795","32.339294"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.181595","32.333096"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.19989","32.324593"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.19809","32.374596"
"TX","Nolan County","2007","1500","80.0","77.0","4656.63","118.6","232.5","155","-100.186493","32.333096"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.195496","32.296894"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.18689","32.304195"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.173492","32.302692"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.105095","32.294292"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.198494","32.304794"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.178795","32.310192"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.108093","32.293896"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.170692","32.286896"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.125488","32.295593"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.192696","32.296894"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.123489","32.288296"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.192696","32.304394"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.189789","32.296993"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.117493","32.288395"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.116592","32.295593"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.102989","32.287292"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.113693","32.294895"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.201393","32.304794"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.174889","32.296894"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.109093","32.287495"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.12249","32.295692"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.195595","32.304394"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.172089","32.295193"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.196594","32.312096"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.142891","32.295494"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.146194","32.287895"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.152489","32.286995"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.193695","32.312195"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.120293","32.288395"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.110695","32.294994"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.10009","32.287895"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.179291","32.296795"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.163589","32.294792"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.151894","32.294994"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.169289","32.295193"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.190689","32.312195"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.16069","32.294895"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.132095","32.295494"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.182892","32.296795"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.189789","32.304394"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.157791","32.294895"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.139793","32.295296"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.207489","32.305595"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.166595","32.294792"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.173691","32.286793"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.162689","32.286594"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.112091","32.287792"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.137291","32.287895"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.134392","32.287895"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.179588","32.286694"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.18409","32.303593"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.181694","32.310493"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.131493","32.288395"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.129089","32.295593"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.182594","32.286694"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.135994","32.295395"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.201195","32.296795"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.18119","32.302994"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.178391","32.303593"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.198296","32.296795"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.17659","32.286797"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.140289","32.287895"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.119492","32.295692"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.184593","32.310894"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.15979","32.286694"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.143295","32.287895"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.154793","32.294994"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.155495","32.286896"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.170494","32.303192"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.11499","32.287193"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.199593","32.312096"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.148293","32.295094"
"TX","Taylor County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.149193","32.287895"
"TX","Nolan County","2008","2300","80.0","93.0","6792.91","126.5","170.2","74","-100.204491","32.305695"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.058693","32.297993"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.138992","32.305794"
"TX","Nolan County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.154289","32.303593"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.088692","32.311195"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.146889","32.311081"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.139694","32.312595"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.116295","32.308994"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.110992","32.305492"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.142288","32.312992"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.083694","32.297993"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.118492","32.309994"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.144791","32.312195"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.144089","32.304592"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.089989","32.305695"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.100693","32.305492"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.134491","32.305695"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.056091","32.297092"
"TX","Nolan County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.163994","32.301594"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.148788","32.319096"
"TX","Nolan County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.162994","32.310593"
"TX","Nolan County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.152489","32.325092"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.129395","32.305695"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.095795","32.304695"
"TX","Nolan County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.151695","32.304493"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.090691","32.296795"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.063095","32.304893"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.122993","32.304695"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.127022","32.305836"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.097992","32.305294"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.108391","32.305492"
"TX","Nolan County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.149773","32.32505"
"TX","Nolan County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.154793","32.311893"
"TX","Nolan County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.156891","32.303394"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.114288","32.303593"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.061302","32.311569"
"TX","Nolan County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.153488","32.318924"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.096283","32.312946"
"TX","Nolan County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.155891","32.320095"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.120277","32.304031"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.131889","32.305893"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.093895","32.312893"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.056992","32.305096"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.085892","32.310894"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.06089","32.298492"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.147095","32.325294"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.103294","32.305492"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.086288","32.297993"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.054092","32.305096"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.09259","32.304794"
"TX","Taylor County","2005","1800","78.0","80.0","5026.55","118.0","120.6","67","-100.14669","32.304295"
